Field	Term	Ontology Identifier	Definition	Guidance	Editor Note
geo_loc_name (country)	Djibouti	GAZ:00000582	A country in eastern Africa. Djibouti is bordered by Eritrea in the north, Ethiopia in the west and south, and Somalia in the southeast. The remainder of the border is formed by the Red Sea and the Gulf of Aden. On the other side of the Red Sea, on the Arabian Peninsula, 20 km from the coast of Djibouti, is Yemen. The capital of Djibouti is the city of Djibouti. Djibouti is divided into 5 regions and one city. It is further subdivided into 11 districts.		
geo_loc_name (country)	Dominica	GAZ:00006890	An island nation in the Caribbean Sea. Dominica is divided into ten parishes.		
geo_loc_name (country)	Dominican Republic	GAZ:00003952	A country in the West Indies that occupies the E two-thirds of the Hispaniola island. The Dominican Republic's shores are washed by the Atlantic Ocean to the north and the Caribbean Sea to the south. The Mona Passage, a channel about 130 km wide, separates the country (and the Hispaniola) from Puerto Rico. The Dominican Republic is divided into 31 provinces. Additionally, the national capital, Santo Domingo, is contained within its own Distrito Nacional (National District). The provinces are divided into municipalities (municipios; singular municipio).		
geo_loc_name (country)	Ecuador	GAZ:00002912	A country in South America, bordered by Colombia on the north, by Peru on the east and south, and by the Pacific Ocean to the west. The country also includes the Galapagos Islands (Archipelago de Colon) in the Pacific, about 965 km west of the mainland. Ecuador is divided into 24 provinces, divided into 199 cantons and subdivided into parishes (or parroquias).		
geo_loc_name (country)	Egypt	GAZ:00003934	A country in North Africa that includes the Sinai Peninsula, a land bridge to Asia. Egypt borders Libya to the west, Sudan to the south, and the Gaza Strip and Israel to the east. The northern coast borders the Mediterranean Sea and the island of Cyprus; the eastern coast borders the Red Sea. Egypt is divided into 26 governorates (in Arabic, called muhafazat, singular muhafazah). The governorates are further divided into regions (markazes).		
geo_loc_name (country)	El Salvador	GAZ:00002935	A country in Central America, bordering the Pacific Ocean between Guatemala and Honduras. El Salvador is divided into 14 departments (departamentos), which, in turn, are subdivided into 267 municipalities (municipios).		
geo_loc_name (country)	Equatorial Guinea	GAZ:00001091	A country in Central Africa. It is one of the smallest countries in continental Africa, and comprises two regions: Rio Muni, continental region including several offshore islands; and Insular Region containing Annobon island in the South Atlantic Ocean, and Bioko island (formerly Fernando Po) that contains the capital, Malabo. Equatorial Guinea is divided into seven provinces which are divided into districts.		
geo_loc_name (country)	Eritrea	GAZ:00000581	A country situated in northern East Africa. It is bordered by Sudan in the west, Ethiopia in the south, and Djibouti in the southeast. The east and northeast of the country have an extensive coastline on the Red Sea, directly across from Saudi Arabia and Yemen. The Dahlak Archipelago and several of the Hanish Islands are part of Eritrea. Eritrea is divided into six regions (zobas) and subdivided into districts ("sub-zobas").		
geo_loc_name (country)	Estonia	GAZ:00002959	A country in Northern Europe. Estonia has land borders to the south with Latvia and to the east with Russia. It is separated from Finland in the north by the Gulf of Finland and from Sweden in the west by the Baltic Sea. Estonia is divided into 15 counties. (maakonnad; sing. - maakond). Estonian counties are divided into rural (vallad, singular vald) and urban (linnad, singular linn; alevid, singular alev; alevikud, singular alevik) municipalities. The municipalities comprise populated places (asula or asustusuksus) - various settlements and territorial units that have no administrative function. A group of populated places form a rural municipality with local administration. Most towns constitute separate urban municipalities, while some have joined with surrounding rural municipalities.		
geo_loc_name (country)	Eswatini	GAZ:00001099	A small, landlocked country in Africa embedded between South Africa in the west, north and south and Mozambique in the east. Swaziland is divided into four districts, each of which is divided into Tinkhundla (singular, Inkhundla).		
geo_loc_name (country)	Ethiopia	GAZ:00000567	A country situated in the Horn of Africa that has been landlocked since the independence of its northern neighbor Eritrea in 1993. Apart from Eritrea to the north, Ethiopia is bordered by Sudan to the west, Kenya to the south, Djibouti to the northeast, and Somalia to the east. Since 1996 Ethiopia has had a tiered government system consisting of a federal government overseeing ethnically-based regional states, zones, districts (woredas), and neighborhoods (kebele). It is divided into nine ethnically-based administrative states (kililoch, singular kilil) and subdivided into sixty-eight zones and two chartered cities (astedader akababiwoch, singular astedader akababi): Addis Ababa and Dire Dawa. It is further subdivided into 550 woredas and six special woredas.		
geo_loc_name (country)	Europa Island	GAZ:00005811	A 28 km2 low-lying tropical island in the Mozambique Channel, about a third of the way from southern Madagascar to southern Mozambique.		
geo_loc_name (country)	Falkland Islands (Islas Malvinas)	GAZ:00001412	An archipelago in the South Atlantic Ocean, located 483 km from the coast of Argentina, 1,080 km west of the Shag Rocks (South Georgia), and 940 km north of Antarctica (Elephant Island). They consist of two main islands, East Falkland and West Falkland, together with 776 smaller islands.		
geo_loc_name (country)	Faroe Islands	GAZ:00059206	An autonomous province of the Kingdom of Denmark since 1948 located in the Faroes. Administratively, the islands are divided into 34 municipalities (kommunur) within which 120 or so cities and villages lie.		
geo_loc_name (country)	Fiji	GAZ:00006891	An island nation in the South Pacific Ocean east of Vanuatu, west of Tonga and south of Tuvalu. The country occupies an archipelago of about 322 islands, of which 106 are permanently inhabited, and 522 islets. The two major islands, Viti Levu and Vanua Levu, account for 87% of the population.		
geo_loc_name (country)	Finland	GAZ:00002937	A Nordic country situated in the Fennoscandian region of Northern Europe. It has borders with Sweden to the west, Russia to the east, and Norway to the north, while Estonia lies to its south across the Gulf of Finland. The capital city is Helsinki. Finland is divided into six administrative provinces (laani, plural laanit). These are divided into 20 regions (maakunt), 77 subregions (seutukunta) and then into municipalities (kunta).		
geo_loc_name (country)	France	GAZ:00003940	A part of the country of France that extends from the Mediterranean Sea to the English Channel and the North Sea, and from the Rhine to the Atlantic Ocean. Metropolitan France is bordered by Belgium, Luxembourg, Germany, Switzerland, Italy, Monaco, Andorra, and Spain. Due to its overseas departments.		
geo_loc_name (country)	French Guiana	GAZ:00002516	An overseas department (departement d'outre-mer) of France, located on the northern coast of South America. It is bordered by Suriname, to the E, and Brazil, to the S and W, and by the North Atlantic Ocean, to the N. French Guiana is divided into 2 departmental arrondissements, 19 cantons and 22 communes.		
geo_loc_name (country)	French Polynesia	GAZ:00002918	A French overseas collectivity in the southern Pacific Ocean. It is made up of several groups of Polynesian islands. French Polynesia has five administrative subdivisions (French: subdivisions administratives).		
